,UANUM,UANAME,Population,Latitude,Longitude,4 Week Rate,4 Week TRP,CPP,CPM,AdvertisingCost,PredictedCount,ActualCount,PredictedActualDiff,PercentDiff,Households,HouseholdsPerStation
2822,77149,"Saginaw, MI",126265,43.4194444,-83.9508333,7970.0,800.0,10.5,6.25,789.15625,3.66,3,0.66,0.165,49405,13498.63387978142
2823,77161,"Sahuarita--Green Valley, AZ",40691,31.8541667,-110.9930556,23490.7619047619,142.8571428571,40.5714285714,4.4504761905,181.0943266676355,1.96,2,-0.04,-0.013333333000000001,19009,9698.469387755102
2828,78175,"Salem, NJ",5724,39.5716667,-75.4675,7344.0,320.0,22.8,5.4,30.909600000000005,0.22,1,-0.78,-0.39,2205,10022.727272727272
2830,78229,"Salem, OR",236632,44.9430556,-123.0338889,600.0,200.0,3.0,4.0,946.528,8.82,41,-32.18,-0.7661904759999999,87157,9881.746031746032
2832,78283,"Salina, KS",47493,38.8402778,-97.6111111,20320.6875,156.25,33.5,3.68875,175.18980375,2.0,3,-1.0,-0.25,19011,9505.5
2833,78310,"Salinas, CA",184809,36.6777778,-121.65444440000002,10606.25,500.0,23.5,5.0,924.045,12.72,16,-3.28,-0.19294117600000002,51103,4017.53144654088
2834,78364,"Salisbury, MD--DE",98081,38.36055560000001,-75.5997222,122361.3125,156.25,205.6875,8.914375,874.330814375,2.92,5,-2.08,-0.34666666700000004,35138,12033.561643835617
2837,78499,"Salt Lake City--West Valley City, UT",1021243,40.6916667,-112.0002778,8966.6666666667,266.6666666667,34.6666666667,6.666666666699999,6808.286666700707,48.46,46,2.46,0.052340425999999995,341144,7039.702847709451
2840,78553,"San Angelo, TX",92984,31.463611100000005,-100.4366667,3558.3333333333007,766.6666666666998,5.5,5.0,464.91999999999996,2.02,2,0.02,0.006666666999999999,35705,17675.742574257427
2841,78580,"San Antonio, TX",1758210,29.4238889,-98.4933333,29200.28125,156.25,47.78125,2.4753125,4352.119190625,72.24,72,0.24,0.003287671,623911,8636.641749723145
2843,78661,"San Diego, CA",2956746,32.7152778,-117.1563889,62375.0,300.0,212.0,7.5,22175.595,222.26,235,-12.74,-0.053983051,1033430,4649.644560424728
2845,78904,"San Francisco--Oakland, CA",3281212,37.8044444,-122.2697222,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,11265.915201664662,390.42,420,-29.58,-0.070261283,1247902,3196.30654167307
2848,79039,"San Jose, CA",1664496,37.3394444,-121.8938889,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,5714.982996987096,196.94,232,-35.06,-0.150472103,572002,2904.4480552452524
2850,79147,"San Luis Obispo, CA",59219,35.2827778,-120.6586111,6351.75,700.0,10.0,7.75,458.94725,7.68,12,-4.32,-0.332307692,18590,2420.572916666667
2853,79201,"San Marcos, TX",52826,29.88305560000001,-97.9411111,58266.6666666667,866.6666666666998,78.1666666667,4.8333333333,255.32566666490578,2.58,2,0.58,0.193333333,19305,7482.558139534884
2859,78823,"Sandy, OR",9954,45.3975,-122.2602778,46783.5,1100.0,46.7,2.1,20.9034,2.2,3,-0.8,-0.2,3851,1750.4545454545453
2860,78850,"Sanford, ME",13584,43.4391667,-70.77472220000001,2300.0,200.0,12.0,4.0,54.336,0.76,1,-0.24,-0.12,5731,7540.789473684211
2861,78877,"Sanford, NC",33120,35.4797222,-79.1805556,1200.0,400.0,3.0,6.0,198.71999999999997,2.18,4,-1.82,-0.364,12118,5558.715596330275
2864,79282,"Santa Barbara, CA",195861,34.4208333,-119.6972222,44720.181818181794,945.4545454545,47.818181818199996,8.0,1566.888,29.68,32,-2.32,-0.07030303,70325,2369.4407008086255
2865,79309,"Santa Clarita, CA",258653,34.3916667,-118.5416667,255338.125,156.25,417.2083333333,3.0004166667,776.0667720919552,11.02,7,4.02,0.5025,82754,7509.4373865698735
2866,79336,"Santa Cruz, CA",163703,36.97416670000001,-122.0297222,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,562.0679542370655,23.12,23,0.12,0.005,62966,2723.4429065743943
2867,79363,"Santa Fe, NM",89284,35.68694439999999,-105.9372222,26946.8125,156.25,44.0625,2.986875,266.68014750000003,7.58,10,-2.42,-0.22,38551,5085.883905013193
2869,79417,"Santa Maria, CA",130447,34.953055600000006,-120.4347222,6351.75,700.0,10.0,7.75,1010.96425,7.76,9,-1.24,-0.124,38749,4993.427835051547
2872,79498,"Santa Rosa, CA",308231,38.4405556,-122.7133333,3712.3333333333003,466.6666666667,10.0,15.0,4623.465,33.46,42,-8.54,-0.19860465100000002,114752,3429.5277943813508
2877,79606,"Sarasota--Bradenton, FL",643260,27.498611100000005,-82.575,58306.8888888889,466.6666666667,129.4444444444,3.2222222222,2072.726666652372,35.24,46,-10.76,-0.22893617,282446,8014.926220204313
2878,79633,"Saratoga Springs, NY",64100,41.0161111,-72.1597222,3830.0,466.6666666667,8.3333333333,4.0,256.4,6.94,8,-1.06,-0.11777777800000001,26521,3821.4697406340056
2882,79768,"Savannah, GA",260677,32.0833333,-81.1,14080.0,380.0,41.5,5.1,1329.4527,17.52,14,3.52,0.234666667,100002,5707.876712328767
2884,79822,"Savannah, TN",8347,35.2247222,-88.2491667,2333.3333333333,755.5555555556,3.7777777778,9.8888888889,82.54255555564829,0.2,2,-1.8,-0.6,3202,16010.0
2896,80227,"Scranton, PA",381502,41.4088889,-75.66277779999999,51600.0,766.6666666666998,62.8333333333,4.8333333333,1843.9263333206165,14.26,5,9.26,1.543333333,156327,10962.622720897616
2899,80362,"Seaside--Monterey, CA",114237,36.6002778,-121.8936111,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,392.2283457736245,14.28,20,-5.72,-0.272380952,45720,3201.6806722689075
2901,80389,"Seattle, WA",3059393,47.6063889,-122.33083329999998,151865.05,142.5,261.0,6.6745,20419.9185785,322.64,361,-38.36,-0.105966851,1231583,3817.2049342920905
2902,80400,"Sebastian--Vero Beach South--Florida Ridge, FL",149422,27.58,-80.3869444,21527.0,266.6666666667,82.0,5.3333333333,796.9173333283526,6.58,3,3.58,0.895,65080,9890.577507598784
2903,80416,"Sebring--Avon Park, FL",61625,27.595555600000004,-81.5063889,4224.0833333333,733.3333333333002,6.166666666699999,6.25,385.15625,1.4,4,-2.6,-0.52,25211,18007.857142857145
2907,80524,"Selma, AL",23821,32.4072222,-87.02111109999998,2568.0,800.0,3.0,10.0,238.21,1.28,1,0.28,0.14,8665,6769.53125
2913,80671,"Seneca, SC",26054,34.6855556,-82.9533333,1800.0,800.0,2.5,7.0,182.378,1.14,1,0.14,0.07,10382,9107.01754385965
2914,80686,"Sequim, WA",19286,48.0797222,-123.1005556,7754.166666666701,816.6666666666998,10.0833333333,6.416666666699999,123.7518333339762,2.22,5,-2.78,-0.46333333299999996,8960,4036.0360360360355
2917,80713,"Sevierville, TN",22108,35.86805560000001,-83.5619444,2216.6666666667,466.6666666667,5.0,7.0,154.756,7.6,10,-2.4,-0.218181818,9519,1252.5
2918,80740,"Seville, OH",7396,41.01,-81.8625,110788.5625,156.25,182.25,6.158125,45.5454925,1.22,2,-0.78,-0.26,3163,2592.622950819672
2919,80767,"Seward, NE",6636,40.90694439999999,-97.0986111,807.25,500.0,1.75,5.25,34.839,3.12,5,-1.88,-0.313333333,2380,762.8205128205128
2920,80848,"Seymour (Outagamie County), WI",3500,44.514988,-88.33038,4956.25,500.0,11.0,4.9166666667,17.20833333345,0.76,1,-0.24,-0.12,1499,1972.3684210526314
2930,81118,"Sheboygan, WI",71313,43.7508333,-87.7144444,3758.8888888889,755.5555555556,6.0,5.2222222222,372.41233333174864,3.0,5,-2.0,-0.333333333,29506,9835.333333333334
2932,81199,"Shelby, NC",27374,35.2922222,-81.5358333,1053.8461538462,476.9230769231,2.5384615385,4.6153846154,126.3415384619596,1.0,1,0.0,0.0,11085,11085.0
2937,81334,"Shelbyville, TN",20005,35.4833333,-86.4602778,2712.5,700.0,4.5,14.75,295.07374999999996,0.42,3,-2.58,-0.645,6711,15978.57142857143
2940,81415,"Shelton, WA",18705,47.2152778,-123.0994444,151865.05,142.5,261.0,6.6745,124.84652249999999,0.78,1,-0.22,-0.11,6142,7874.358974358974
2948,81631,"Sherman, TX",61900,33.6355556,-96.6086111,78975.0,145.8333333333,136.9444444444,2.5005555556,154.78438889164,3.36,4,-0.64,-0.128,24206,7204.166666666667
2953,81739,"Shreveport, LA",298317,32.525,-93.75,16946.875,925.0,20.4375,2.625,783.082125,5.22,4,1.22,0.244,116306,22280.842911877397
2964,82009,"Silsbee, TX",9531,30.348888899999995,-94.1777778,7860.0,914.2857142857001,8.5714285714,2.8571428571,27.2314285710201,1.54,2,-0.46,-0.15333333300000002,3835,2490.2597402597403
2969,82090,"Silverthorne--Frisco, CO",15351,39.5744444,-106.0969444,800.0,400.0,2.0,6.0,92.10600000000001,1.02,1,0.02,0.01,6229,6106.862745098039
2970,82117,"Silverton, OR",9614,45.0052778,-122.7819444,600.0,200.0,3.0,4.0,38.456,0.68,1,-0.32,-0.16,3735,5492.647058823529
2971,82144,"Simi Valley, CA",125206,34.2694444,-118.7805556,255338.125,156.25,417.2083333333,3.0004166667,375.6701691708402,9.48,8,1.48,0.164444444,42317,4463.818565400844
2974,82225,"Sioux City, IA--NE--SD",106494,42.5,-96.4,700.0,200.0,3.5,13.0,1384.422,2.28,6,-3.72,-0.531428571,39609,17372.368421052633
2975,82252,"Sioux Falls, SD",156777,43.55,-96.7,8481.6666666667,800.0,14.5555555556,6.2222222222,975.5013333298493,4.78,2,2.78,0.926666667,63663,13318.619246861925
2978,82333,"Skaneateles, NY",3524,42.94694439999999,-76.42944440000002,2875.0,600.0,5.5,10.5,37.002,1.36,1,0.36,0.18,1557,1144.8529411764705
2983,82468,"Slidell, LA",91151,30.275,-89.78111109999998,2669.1666666667,750.0,4.3333333333,8.25,751.9957499999999,2.64,2,0.64,0.213333333,33434,12664.393939393938
2984,82495,"Slippery Rock, PA",6716,41.0638889,-80.05666670000002,2855.0,760.0,4.0,8.8,59.10080000000001,1.42,1,0.42,0.21,1749,1231.6901408450706
2992,82675,"Snoqualmie, WA",20592,47.5288889,-121.8241667,151865.05,142.5,261.0,6.6745,137.441304,7.16,8,-0.84,-0.093333333,7534,1052.2346368715084
3001,82873,"Solvang--Buellton--Santa Ynez, CA",14862,34.6144444,-120.0788889,44720.181818181794,945.4545454545,47.818181818199996,8.0,118.896,6.36,8,-1.64,-0.182222222,6184,972.3270440251572
3002,82900,"Somerset, KY",29042,37.0919444,-84.60416670000002,1200.0,400.0,3.0,4.0,116.168,1.48,2,-0.52,-0.173333333,12096,8172.972972972973
3007,83008,"Sonoma, CA",32678,38.2919444,-122.4569444,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,112.198656155103,8.58,3,5.58,1.395,14179,1652.5641025641025
3011,83116,"South Bend, IN--MI",278165,43.3504,-84.5603,2040.0,720.0,3.0,7.0,1947.1550000000002,11.72,14,-2.28,-0.152,106824,9114.675767918088
3013,83156,"South Deerfield, MA",5028,42.5444444,-72.60611109999998,31689.0,600.0,53.4,9.0666666667,45.5872000001676,2.8,4,-1.2,-0.24,2085,744.6428571428572
3015,83251,"South Haven, MI",5791,42.4030556,-86.2736111,2712.5,350.0,8.0,4.75,27.507250000000003,0.88,1,-0.12,-0.06,2839,3226.1363636363635
3017,83305,"South Lake Tahoe, CA--NV",29107,38.9333333,-119.98333329999998,20514.8125,156.25,33.5,6.166875,179.499230625,4.74,4,0.74,0.14800000000000002,11529,2432.278481012658
3018,83332,"South Lyon--Howell, MI",119509,42.6072222,-83.92944440000002,4500.0,200.0,23.0,7.0,836.563,5.26,2,3.26,1.086666667,47755,9078.897338403041
3019,83368,"South Paris, ME",4780,44.2597222,-70.50111109999997,2300.0,200.0,12.0,4.0,19.12,0.78,1,-0.22,-0.11,2278,2920.5128205128203
3020,83377,"South Pittsburg, TN--AL",5373,35.012222200000004,-85.7044444,7438.888888888899,666.6666666666999,14.0,2.8888888889,15.5220000000597,0.66,1,-0.34,-0.17,2035,3083.333333333333
3022,83359,"Southold, NY",9810,41.0647222,-72.4266667,3830.0,466.6666666667,8.3333333333,4.0,39.24,1.36,1,0.36,0.18,4309,3168.382352941176
3027,83521,"Sparta, WI",9907,43.9441667,-90.8127778,4675.625,950.0,5.125,8.125,80.494375,1.4,2,-0.6,-0.2,4195,2996.4285714285716
3028,83548,"Spartanburg, SC",180786,34.9494444,-81.93222220000001,3712.5,300.0,13.0,4.0,723.144,13.86,23,-9.14,-0.380833333,69136,4988.167388167389
3034,83764,"Spokane, WA",387847,47.6588889,-117.425,14843.1818181818,727.2727272727002,22.2727272727,5.090909090899999,1974.493818178292,14.82,7,7.82,0.9775,157008,10594.331983805669
3036,83818,"Spout Springs, NC",14488,35.2694444,-79.06,1200.0,400.0,3.0,6.0,86.928,1.46,2,-0.54,-0.18,4575,3133.5616438356165
3041,84088,"Spring Hill, TN",31208,35.54805560000001,-86.9486111,2712.5,700.0,4.5,14.75,460.318,3.66,5,-1.34,-0.223333333,10767,2941.8032786885246
3043,83899,"Springfield, IL",161316,39.8016667,-89.64361109999999,2150.0,300.0,7.5,20.5,3306.978,7.92,6,1.92,0.27428571399999996,68480,8646.464646464647
3044,83926,"Springfield, MA--CT",621300,42.1013889,-72.5902778,26710.0,550.0,49.4375,9.1875,5708.193749999999,32.7,31,1.7,0.053125,233426,7138.409785932721
3045,83953,"Springfield, MO",273724,37.2152778,-93.2980556,19730.769230769198,800.0,28.0769230769,3.0769230769,842.2276923013756,6.86,5,1.86,0.31,114823,16738.04664723032
3046,83980,"Springfield, OH",85256,39.9241667,-83.80888890000001,5083.3333333333,716.6666666666998,7.25,5.916666666699999,504.43133333617516,2.2,1,1.2,0.6,34389,15631.363636363634
3047,83993,"Springfield, TN",17357,36.5091667,-86.885,39200.7692307692,476.9230769231,83.3846153846,3.7692307692,65.4225384610044,0.74,1,-0.26,-0.13,6463,8733.783783783783
3050,84115,"Springs, NY",12604,41.0161111,-72.1597222,3830.0,466.6666666667,8.3333333333,4.0,50.416,1.84,2,-0.16,-0.053333333,4479,2434.2391304347825
3055,77176,"St. Albans, VT",9054,44.810713,-73.083558,2478.5714285714002,457.1428571429,5.8571428571,7.7142857143,69.84514285727221,1.4,2,-0.6,-0.2,3831,2736.4285714285716
3057,77230,"St. Augustine, FL",69173,29.901244,-81.312434,2250.0,400.0,6.0,8.0,553.384,6.58,2,4.58,1.526666667,30089,4572.796352583587
3060,77338,"St. Cloud, MN",110621,45.557945,-94.16324,4944.4444444445,422.2222222222,12.222222222200001,6.1111111111000005,676.0172222209932,3.1,2,1.1,0.36666666700000006,42518,13715.483870967742
3061,77392,"St. Francis, MN",6212,45.397485,-93.387922,94235.5,156.25,158.125,4.489375,27.887997499999997,2.12,3,-0.88,-0.22,2157,1017.4528301886792
3062,77446,"St. George, UT",98370,37.096528,-113.56841599999998,20065.6875,156.25,33.5,2.11125,207.68366250000003,2.16,2,0.16,0.053333333,34181,15824.537037037036
3063,77500,"St. Helena, CA",6727,40.7736111,-123.1272222,3151.0,300.0,10.5,4.0,26.908,2.96,3,-0.04,-0.01,3089,1043.581081081081
3064,77527,"St. Helens, OR",25650,45.859011,-122.815818,46783.5,1100.0,46.7,2.1,53.865,1.44,1,0.44,0.22,9903,6877.083333333334
3070,77662,"St. Johns, MI",8425,43.001143,-84.559152,10000.0,400.0,25.0,7.0,58.97500000000001,0.64,1,-0.36,-0.18,3363,5254.6875
3071,77689,"St. Johnsbury, VT",5073,44.419263,-72.015118,2300.0,200.0,12.0,4.0,20.292,1.98,3,-1.02,-0.255,2284,1153.5353535353536
3073,77743,"St. Joseph, MO--KS",81176,39.76745800000001,-94.846681,5982.1428571429005,600.0,12.142857142899999,10.5714285714,858.1462857119665,5.42,8,-2.58,-0.286666667,30483,5624.169741697417
3074,77770,"St. Louis, MO--IL",2150706,38.627003,-90.199404,31190.0,280.0,110.6,5.2,11183.6712,82.42,49,33.42,0.6684,861083,10447.500606648871
3077,77932,"St. Marys--Kingsland, GA",34630,30.7997222,-81.69,5705.333333333299,533.3333333333001,11.666666666700001,10.3333333333,357.84333333217904,2.72,3,-0.28,-0.07,12038,4425.735294117647
3078,77841,"St. Marys, KS",2669,39.194164,-96.071104,4412.4,460.0,10.7,5.3,14.1457,0.46,1,-0.54,-0.27,889,1932.6086956521738
3083,78013,"St. Peter, MN",11634,44.325893,-93.955691,1388.3333333332998,466.6666666667,3.0,12.0,139.608,0.28,1,-0.72,-0.36,3683,13153.571428571428
3085,84169,"Stafford Springs, CT",5581,41.9541667,-72.30277779999999,26710.0,550.0,49.4375,9.1875,51.2754375,0.28,1,-0.72,-0.36,2394,8550.0
3096,84493,"State College, PA",87454,40.7933333,-77.86027779999998,6750.0,400.0,17.0,12.5,1093.175,6.24,4,2.24,0.44799999999999995,30387,4869.711538461538
3097,84547,"Statesboro, GA",36314,32.4486111,-81.7833333,1375.0,300.0,5.0,5.75,208.8055,2.06,2,0.06,0.02,12428,6033.009708737864
3098,84630,"Staunton--Waynesboro, VA",56611,38.0683333,-78.88972220000002,1250.0,200.0,6.0,13.0,735.943,3.58,4,-0.42,-0.084,23405,6537.709497206703
3102,84682,"Steamboat Springs, CO",12888,40.485,-106.8311111,950.0,200.0,4.6666666667,10.0,128.88,2.28,3,-0.72,-0.18,5325,2335.5263157894738
3107,84871,"Stevens Point, WI",44223,44.5236111,-89.5744444,4581.0,1200.0,4.0666666667,6.333333333300001,280.07899999852594,3.66,4,-0.34,-0.068,17809,4865.846994535519
3113,85087,"Stockton, CA",370583,37.9577778,-121.2897222,10606.25,500.0,23.5,5.0,1852.9150000000002,11.2,16,-4.8,-0.282352941,113626,10145.178571428572
3116,85195,"Strasburg, VA",7015,38.9886111,-78.35888890000003,2500.0,200.0,12.5,9.0,63.135,0.26,1,-0.74,-0.37,3172,12200.0
3117,85208,"Strawberry Plains, TN",3906,36.06305560000001,-83.68611109999998,2216.6666666667,466.6666666667,5.0,7.0,27.342000000000002,1.38,2,-0.62,-0.206666667,1503,1089.1304347826087
3119,85249,"Stuarts Draft, VA",8168,38.03,-79.03388890000002,1250.0,200.0,6.0,13.0,106.184,0.68,1,-0.32,-0.16,2956,4347.058823529412
3120,85276,"Sturgeon Bay, WI",8617,44.8341667,-87.3769444,675.0,200.0,3.0,6.0,51.702000000000005,0.78,1,-0.22,-0.11,4289,5498.717948717948
3124,85390,"Sugarmill Woods, FL",8816,30.3472222,-84.9802778,9822.25,1100.0,9.925,6.0,52.896,1.7,2,-0.3,-0.1,4525,2661.764705882353
3131,85573,"Sultan, WA",7982,47.8627778,-121.8152778,7754.166666666701,816.6666666666998,10.0833333333,6.416666666699999,51.217833333599394,0.18,3,-2.82,-0.705,2997,16650.0
3135,85681,"Summit Park, UT",6088,40.7458333,-111.61083329999998,8966.6666666667,266.6666666667,34.6666666667,6.666666666699999,40.5866666668696,0.78,1,-0.22,-0.11,2057,2637.1794871794873
3136,85708,"Sumter, SC",73107,33.9202778,-80.3416667,966.6666666666999,300.0,3.6666666667,1.3333333333,97.4759999975631,2.7,4,-1.3,-0.26,27689,10255.185185185184
3137,85775,"Sun City Hilton Head, SC",12555,32.287299,-80.970529,4800.0,200.0,24.0,12.0,150.66,4.52,5,-0.48,-0.08,6528,1444.2477876106195
3145,85978,"Sutherlin, OR",8653,43.3902778,-123.3113889,600.0,200.0,3.0,4.0,34.612,0.7,1,-0.3,-0.15,3364,4805.714285714286
3151,86140,"Sweetwater, TN",5430,35.6013889,-84.4611111,1234.375,425.0,3.25,5.375,29.186249999999998,0.74,1,-0.26,-0.13,2161,2920.2702702702704
3153,86194,"Sylacauga, AL",17991,33.173055600000005,-86.2516667,7073.333333333299,800.0,9.3333333333,10.0,179.91,1.84,3,-1.16,-0.29,7550,4103.260869565217
3158,86302,"Syracuse, NY",412317,43.04805560000001,-76.1477778,2875.0,600.0,5.5,10.5,4329.3285,20.9,24,-3.1,-0.124,164123,7852.775119617226
3165,86464,"Tallahassee, FL",240223,30.43805560000001,-84.2808333,8700.0,580.0,16.6,4.9,1177.0927000000001,21.88,6,15.88,2.268571429,96685,4418.875685557587
3170,86599,"Tampa--St. Petersburg, FL",2441770,27.849870000000006,-82.48276800000002,58306.8888888889,466.6666666667,129.4444444444,3.2222222222,7867.925555501294,115.34,123,-7.66,-0.061774194000000004,990572,8588.278134211894
3181,86869,"Tehachapi--Golden Hills, CA",16540,35.1425,-118.4894444,44720.181818181794,945.4545454545,47.818181818199996,8.0,132.32,0.86,1,-0.14,-0.07,6035,7017.441860465116
3183,87058,"Temple, TX",90390,31.09805560000001,-97.3425,5508.9285714286,642.8571428571,9.785714285700001,2.3571428571,213.062142853269,3.52,3,0.52,0.13,31656,8993.181818181818
3188,87220,"Texas City, TX",106383,26.3327778,-97.4391667,10655.5384615385,846.1538461538,13.3846153846,3.8461538462,409.16538462029456,3.3,3,0.3,0.075,39673,12022.121212121212
3190,87263,"The Dalles, OR--WA",17665,45.5947222,-121.1775,6083.333333333299,400.0,14.666666666700001,7.833333333300001,138.3758333327445,2.2,3,-0.8,-0.2,7029,3194.9999999999995
3194,87409,"Thomasville, AL",3285,31.9133333,-87.7358333,24116.529411764703,941.1764705882001,28.294117647100002,5.3529411765,17.5844117648025,0.7,1,-0.3,-0.15,1255,1792.857142857143
3195,87436,"Thomasville, GA",24139,30.8363889,-83.97888890000002,8700.0,580.0,16.6,4.9,118.28110000000001,2.02,2,0.02,0.006666666999999999,9816,4859.40594059406
3197,87490,"Thousand Oaks, CA",214811,35.118888899999995,-120.5938889,6351.75,700.0,10.0,7.75,1664.7852500000001,19.56,36,-16.44,-0.444324324,75283,3848.824130879346
3202,87625,"Tifton, GA",23757,31.4502778,-83.5086111,5066.6666666667,555.5555555556,9.8888888889,5.7777777778,137.2626666671946,1.66,2,-0.34,-0.11333333300000001,7967,4799.397590361446
3203,87652,"Tillamook, OR",7675,45.45638889999999,-123.8427778,600.0,200.0,3.0,4.0,30.7,1.18,2,-0.82,-0.273333333,3132,2654.237288135593
3208,87787,"Titusville, FL",54386,28.611944399999995,-80.8077778,20001.0,720.0,28.6,6.2,337.19320000000005,2.58,3,-0.42,-0.105,22525,8730.62015503876
3210,87841,"Toccoa, GA",10846,34.5772222,-83.3325,1000.0,200.0,5.0,4.0,43.384,0.54,1,-0.46,-0.23,3812,7059.259259259259
3211,87868,"Toledo, OH--MI",507643,41.6638889,-83.5552778,16866.5384615385,784.6153846154,20.0,3.9230769231,1991.5225384732532,14.12,5,9.12,1.52,205067,14523.15864022663
3218,88084,"Topeka, KS",150003,39.0483333,-95.6777778,4412.4,460.0,10.7,5.3,795.0158999999999,7.4,8,-0.6,-0.066666667,61571,8320.405405405405
3221,88192,"Torrington, CT",42754,41.8005556,-73.1216667,32336.3333333333,533.3333333333001,65.8666666667,6.2666666667,267.9250666680918,1.22,5,-3.78,-0.63,17949,14712.295081967213
3224,88273,"Tracy, CA",87569,37.7397222,-121.4241667,10606.25,500.0,23.5,5.0,437.845,7.34,6,1.34,0.19142857100000002,26269,3578.882833787466
3225,88300,"Traverse City, MI",47109,44.7630556,-85.6205556,1837.5,425.0,5.375,14.5,683.0805,3.96,5,-1.04,-0.173333333,20468,5168.686868686868
3229,88381,"Trenton, GA",2850,34.8719444,-85.50916670000002,7438.888888888899,666.6666666666999,14.0,2.8888888889,8.233333333365,0.72,1,-0.28,-0.14,1039,1443.0555555555557
3232,88462,"Trenton, NJ",296668,40.2169444,-74.7433333,19712.5,475.0,41.375,5.75,1705.8410000000001,17.1,10,7.1,0.645454545,106375,6220.7602339181285
3233,88489,"Trenton, TN",3852,35.9805556,-88.9413889,2950.0,300.0,10.5,5.0,19.259999999999998,0.0,1,-1.0,-0.5,1451,inf
3237,88543,"Troy, AL",15897,31.808611100000004,-85.97,1347.7142857142999,457.1428571429,3.1428571429,8.142857142899999,129.44700000068127,1.66,2,-0.34,-0.11333333300000001,5863,3531.9277108433735
3240,88624,"Truckee, CA",12139,39.328055600000006,-120.1822222,20514.8125,156.25,33.5,6.166875,74.859695625,2.36,3,-0.64,-0.16,4588,1944.0677966101696
3244,88732,"Tucson, AZ",843168,32.2216667,-110.9258333,23490.7619047619,142.8571428571,40.5714285714,4.4504761905,3752.499108591504,40.88,56,-15.12,-0.265263158,331834,8117.270058708415
3249,88948,"Tulsa, OK",655479,36.1538889,-95.9925,15211.7647058824,564.7058823529002,29.470588235300003,3.6470588235,2390.570470568957,16.16,10,6.16,0.56,260028,16090.841584158416
3254,89083,"Turlock, CA",99904,37.4947222,-120.84555559999998,10606.25,500.0,23.5,5.0,499.52,2.4,2,0.4,0.133333333,31124,12968.333333333334
3255,89110,"Tuscaloosa, AL",139114,33.2097222,-87.5691667,9364.75,1100.0,9.35,4.1,570.3674,5.96,4,1.96,0.392,48966,8215.771812080537
3259,89218,"Twentynine Palms Base, CA",8384,34.121922,-115.357755,8022.727272727298,581.8181818182,14.909090909100001,9.3636363636,78.5047272724224,0.4,1,-0.6,-0.3,1682,4205.0
3260,89191,"Twentynine Palms, CA",12895,34.0227778,-118.4047222,255338.125,156.25,417.2083333333,3.0004166667,38.6903729170965,0.9,1,-0.1,-0.05,4777,5307.777777777777
3263,89263,"Twin Rivers--Hightstown, NJ",64037,40.2694444,-74.5236111,19712.5,475.0,41.375,5.75,368.21275,4.62,1,3.62,1.81,22838,4943.290043290043
3266,89326,"Tyler, TX",130247,32.351111100000004,-95.3008333,1389.2857142857001,771.4285714286,2.2857142857,3.8571428571,502.38128570870373,3.78,3,0.78,0.195,49496,13094.179894179895
3268,89380,"Ukiah, CA",29709,39.1502778,-123.2066667,3712.3333333333003,466.6666666667,10.0,15.0,445.635,2.28,2,0.28,0.093333333,10761,4719.736842105263
3277,89488,"Union, SC",10033,34.7152778,-81.62388890000003,1053.8461538462,476.9230769231,2.5384615385,4.6153846154,46.3061538463082,2.1,4,-1.9,-0.38,4315,2054.7619047619046
3282,89770,"Urban Honolulu, HI",802459,21.3069444,-157.8583333,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,2755.2121127231712,47.14,121,-73.86,-0.605409836,264713,5615.464573610522
3284,89785,"Utica, NY",117328,43.1008333,-75.2330556,2875.0,600.0,5.5,10.5,1231.944,5.4,2,3.4,1.133333333,45174,8365.555555555555
3285,89839,"Uvalde, TX",18118,29.209444399999995,-99.7858333,29200.28125,156.25,47.78125,2.4753125,44.847711874999995,0.66,1,-0.34,-0.17,5722,8669.69696969697
3286,89866,"Vacaville, CA",93141,38.3566667,-121.9866667,72659.7083333333,156.25,119.5,3.6733333333,342.13793999689534,11.52,16,-4.48,-0.263529412,30861,2678.90625
3289,89920,"Vail, CO",5823,39.6402778,-106.3736111,800.0,400.0,2.0,6.0,34.938,1.82,2,-0.18,-0.06,2644,1452.7472527472528
3291,89974,"Valdosta, GA",77085,30.8325,-83.27861109999998,2045.0,540.0,4.6,5.8,447.09299999999996,2.34,2,0.34,0.11333333300000001,27937,11938.88888888889
3293,90028,"Vallejo, CA",165074,38.1041667,-122.25555559999998,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,566.775230006349,12.76,12,0.76,0.058461538,57691,4521.238244514107
3302,90271,"Veneta, OR",5979,44.0488889,-123.3497222,600.0,200.0,3.0,4.0,23.916,0.7,1,-0.3,-0.15,2148,3068.571428571429
3304,90298,"Vergennes, VT",2592,44.1672222,-73.2544444,2478.5714285714002,457.1428571429,5.8571428571,7.7142857143,19.9954285714656,0.7,1,-0.3,-0.15,995,1421.4285714285716
3310,90487,"Vicksburg, MS--LA",29022,32.3525,-90.8777778,2908.3333333333007,800.0,4.0,8.0,232.176,1.8,2,-0.2,-0.066666667,11555,6419.444444444444
